 11/05/2020,170.492455491446
 12/05/2020,156.165107283856
 13/05/2020,181.36498815475704
 14/05/2020,183.75561359568601
 15/05/2020,183.839492440747
 16/05/2020,183.5172127008
 17/05/2020,183.45098934461197
 18/05/2020,173.31894599963903
 19/05/2020,157.24232850325998
 20/05/2020,166.308189625633
 21/05/2020,184.75115526968102
 22/05/2020,166.586326659159
 23/05/2020,183.91013830167003
 24/05/2020,175.63673424847
 25/05/2020,182.55478270489903
 26/05/2020,178.287838577893
 27/05/2020,181.32303677951103
 28/05/2020,183.958698200508
 29/05/2020,172.70528898221423
 30/05/2020,185.265488586123
 31/05/2020,184.06245308336605
 01/06/2020,177.190757257646
 02/06/2020,184.00505348737602
 03/06/2020,183.22362744653
 04/06/2020,183.81962702758602
 05/06/2020,181.846193856151
 06/06/2020,145.293581304806
 07/06/2020,161.00377635481703
 08/06/2020,161.16049770429402
 09/06/2020,132.921006751676
 10/06/2020,157.913377856861
 11/06/2020,163.853537472009
 12/06/2020,178.34081301298903
 13/06/2020,186.09989171822403
 14/06/2020,178.62998904331897
 15/06/2020,183.236868399145
 16/06/2020,182.927832267972
 17/06/2020,157.948704771561
 18/06/2020,150.511911118591
 19/06/2020,162.047875271491
 20/06/2020,150.11236902565201
 21/06/2020,156.248988785076
 22/06/2020,174.906080686909
 23/06/2020,184.239042502163
 24/06/2020,168.628182486434
 25/06/2020,162.191353012194
 26/06/2020,161.38564702192903
 27/06/2020,162.906555696852
 28/06/2020,161.79402615586102
 29/06/2020,122.04064638779201
 30/06/2020,143.65788406253904
 01/07/2020,159.18485460857102
 02/07/2020,106.91321974303861
 03/07/2020,157.57564724001102
 04/07/2020,158.463024807208
 05/07/2020,157.18051171485303
 06/07/2020,158.403431223884
 07/07/2020,153.31533022971
 08/07/2020,161.39006155818703
 09/07/2020,155.94656914597203
 10/07/2020,161.00376573018102
 11/07/2020,156.36377735242
 12/07/2020,161.855832319632
 13/07/2020,175.20849766985404
 14/07/2020,161.732214679772
 15/07/2020,154.68172747944402
 16/07/2020,158.06790787516297
 17/07/2020,162.39002042459902
 18/07/2020,161.40331313543803
 19/07/2020,155.829578622817
 20/07/2020,162.054502388196
 21/07/2020,161.701312925966
 22/07/2020,160.677068797817
 23/07/2020,161.414344163765
 24/07/2020,161.74324570809898
 25/07/2020,161.988279032008
 26/07/2020,138.441761516883
 27/07/2020,160.29297226946304
 28/07/2020,160.114180894855
 29/07/2020,160.78522759229705
 30/07/2020,161.00156111821101
 31/07/2020,161.897773070242
 01/08/2020,161.259824770099
 02/08/2020,160.692524987038
 03/08/2020,161.774158086541
 04/08/2020,164.07870007043903
 05/08/2020,160.593184640438
 06/08/2020,159.946412580097
 07/08/2020,145.86750591493637
 08/08/2020,159.51155154093502
 09/08/2020,160.47398153683602
 10/08/2020,142.07737914813302
 11/08/2020,21.192588262181577
 12/08/2020,0.00800611881039168
 13/08/2020,22.31616211237426
 14/08/2020,64.02530831993576
 15/08/2020,52.78293207746476
 16/08/2020,55.49805515110576
 17/08/2020,65.451303732265
 18/08/2020,146.74385208728302
 19/08/2020,161.727794831196
 20/08/2020,161.533549923526
 21/08/2020,160.76756679110602
 22/08/2020,160.13404099569803
 23/08/2020,161.217886675648
 24/08/2020,165.17357943487502
 25/08/2020,181.938917710682
 26/08/2020,185.943157087952
 27/08/2020,186.737840018367
 28/08/2020,187.25436466598404
 29/08/2020,187.062324370284
 30/08/2020,177.10466848829705
 31/08/2020,132.85478680886484
 01/09/2020,150.20728952367602
 02/09/2020,184.960864335049
 03/09/2020,184.771023339001
 04/09/2020,181.43120619862702
 05/09/2020,153.6751421283866
 06/09/2020,3.5354579071171828
 07/09/2020,0.00359089758210876
 08/09/2020,-0.00744715477143561
 09/09/2020,-0.005239544290102102
 10/09/2020,17.985210939432285
 11/09/2020,3.8069700125866377
 12/09/2020,34.74613136643227
 13/09/2020,49.855900181705344
 14/09/2020,7.897314563670185
 15/09/2020,-0.005239544290102101
 16/09/2020,-0.003031933808768589
 17/09/2020,-0.0008243233274350803
 18/09/2020,-0.0008243233274350803
 19/09/2020,-0.0008243233274350803
 20/09/2020,-0.0008243233274350803
 21/09/2020,0.00138328720702161
 22/09/2020,-0.0008243233274350803
 23/09/2020,92.4347679864542
 24/09/2020,164.20672959039803
 25/09/2020,152.333034820648
 26/09/2020,136.9561588739114
 27/09/2020,119.41381479652883
 28/09/2020,105.94195167919388
 29/09/2020,162.04125612326303
 30/09/2020,51.92645246619138
 01/10/2020,107.87123417573086
 02/10/2020,106.23774720010421
 03/10/2020,157.220250509652
 04/10/2020,158.42108671275702
 05/10/2020,157.94428492298502
 06/10/2020,158.59989136816003
 07/10/2020,159.73008436650102
 08/10/2020,160.83600007158202
 09/10/2020,166.23534977737603
 10/10/2020,156.56464937679502
 11/10/2020,160.43646063480202
 12/10/2020,163.17366435821003
 13/10/2020,165.09411512607198
 14/10/2020,165.81152242270002
 15/10/2020,165.10294154242902
 16/10/2020,159.09655857109303
 17/10/2020,165.166957630488
 18/10/2020,164.879999492923
 19/10/2020,162.334838721374
 20/10/2020,164.36566883263998
 21/10/2020,162.82267950795
 22/10/2020,165.44066950312
 23/10/2020,162.319385188312
 24/10/2020,158.84049953117503
 25/10/2020,163.76083221059102
 26/10/2020,165.283950809802
 27/10/2020,163.844713711811
 28/10/2020,163.03900506538702
 29/10/2020,165.67024929396703
 30/10/2020,164.919722350768
 31/10/2020,166.46050175117
 01/11/2020,164.169208688364
 02/11/2020,163.990398720643
 03/11/2020,162.20901381338498
