values,time
16.00257,2021-03-13T16:57:28Z
17.00083,2021-03-13T16:57:48Z
16.00257,2021-03-13T16:58:48Z
17.00083,2021-03-13T16:58:58Z
16.00257,2021-03-13T16:59:09Z
17.00083,2021-03-13T17:00:49Z
16.00257,2021-03-13T17:02:40Z
17.00083,2021-03-13T17:02:50Z
16.00257,2021-03-13T17:04:10Z
17.00083,2021-03-13T17:04:31Z
16.00257,2021-03-13T17:04:51Z
17.00083,2021-03-13T17:07:01Z
16.00257,2021-03-13T17:07:32Z
17.00083,2021-03-13T17:09:12Z
14.99997,2021-03-13T17:09:42Z
16.00257,2021-03-13T17:09:53Z
14.99997,2021-03-13T17:13:44Z
16.00257,2021-03-13T17:13:54Z
14.99997,2021-03-13T17:14:44Z
16.00257,2021-03-13T17:16:05Z
14.99997,2021-03-13T17:16:35Z
16.00257,2021-03-13T17:17:15Z
14.99997,2021-03-13T17:17:35Z
16.00257,2021-03-13T17:18:26Z
14.99997,2021-03-13T17:20:06Z
16.00257,2021-03-13T17:20:57Z
16.00257,2021-03-13T17:21:17Z
14.99997,2021-03-13T17:23:18Z
17.00083,2021-03-13T17:23:48Z
16.00257,2021-03-13T17:24:58Z
17.00083,2021-03-13T17:25:28Z
16.00257,2021-03-13T17:26:09Z
17.00083,2021-03-13T17:26:39Z
16.00257,2021-03-13T17:27:59Z
17.00083,2021-03-13T17:28:30Z
16.00257,2021-03-13T17:28:50Z
17.00083,2021-03-13T17:29:10Z
17.00083,2021-03-13T17:29:40Z
16.00257,2021-03-13T17:31:11Z
17.00083,2021-03-13T17:31:31Z
18.00343,2021-03-13T17:33:01Z
17.00083,2021-03-13T17:33:11Z
16.00257,2021-03-13T17:35:02Z
14.99997,2021-03-13T17:35:32Z
16.00257,2021-03-13T17:35:42Z
17.00083,2021-03-13T17:37:03Z
16.00257,2021-03-13T17:37:13Z
17.00083,2021-03-13T17:38:03Z
16.00257,2021-03-13T17:39:14Z
17.00083,2021-03-13T17:40:04Z
16.00257,2021-03-13T17:40:14Z
14.99997,2021-03-13T17:45:06Z
16.00257,2021-03-13T17:45:16Z
17.00083,2021-03-13T17:45:56Z
16.00257,2021-03-13T17:46:36Z
17.00083,2021-03-13T17:46:56Z
16.00257,2021-03-13T17:47:37Z
17.00083,2021-03-13T17:48:07Z
16.00257,2021-03-13T17:48:17Z
17.00083,2021-03-13T17:48:47Z
16.00257,2021-03-13T17:53:19Z
17.00083,2021-03-13T17:53:29Z
16.00257,2021-03-13T17:55:09Z
17.00083,2021-03-13T17:55:40Z
16.00257,2021-03-13T17:56:30Z
17.00083,2021-03-13T17:56:40Z
16.00257,2021-03-13T17:58:41Z
17.00083,2021-03-13T18:00:11Z
16.00257,2021-03-13T18:01:22Z
17.00083,2021-03-13T18:01:42Z
16.00257,2021-03-13T18:02:52Z
14.99997,2021-03-13T18:04:13Z
16.00257,2021-03-13T18:05:13Z
14.99997,2021-03-13T18:07:24Z
16.00257,2021-03-13T18:07:44Z
14.99997,2021-03-13T18:08:34Z
16.00257,2021-03-13T18:08:55Z
14.99997,2021-03-13T18:10:55Z
16.00257,2021-03-13T18:11:05Z
14.99997,2021-03-13T18:12:36Z
14.00171,2021-03-13T18:14:06Z
14.99997,2021-03-13T18:14:27Z
16.00257,2021-03-13T18:16:47Z
14.99997,2021-03-13T18:17:08Z
14.00171,2021-03-13T18:17:48Z
14.99997,2021-03-13T18:18:08Z
14.00171,2021-03-13T18:18:58Z
12.9991,2021-03-13T18:19:18Z
14.99997,2021-03-13T18:20:09Z
14.00171,2021-03-13T18:20:39Z
16.00257,2021-03-13T18:21:29Z
14.99997,2021-03-13T18:21:39Z
14.00171,2021-03-13T18:21:59Z
12.9991,2021-03-13T18:22:20Z
14.99997,2021-03-13T18:23:10Z
12.9991,2021-03-13T18:23:40Z
14.99997,2021-03-13T18:24:00Z
12.9991,2021-03-13T18:24:10Z
16.00257,2021-03-13T18:24:50Z
18.00343,2021-03-13T18:26:01Z
17.00083,2021-03-13T18:26:31Z
19.0017,2021-03-13T18:27:11Z
19.99996,2021-03-13T18:27:42Z
21.00256,2021-03-13T18:29:12Z
23.00342,2021-03-13T18:31:13Z
22.00082,2021-03-13T18:31:23Z
23.00342,2021-03-13T18:32:13Z
22.00082,2021-03-13T18:32:23Z
25.00429,2021-03-13T18:32:53Z
23.00342,2021-03-13T18:33:34Z
25.00429,2021-03-13T18:34:44Z
26.00255,2021-03-13T18:35:04Z
29.00167,2021-03-13T18:35:55Z
27.00081,2021-03-13T18:36:15Z
28.00341,2021-03-13T18:36:45Z
27.00081,2021-03-13T18:37:05Z
28.00341,2021-03-13T18:37:35Z
27.00081,2021-03-13T18:37:55Z
28.00341,2021-03-13T18:38:26Z
27.00081,2021-03-13T18:38:46Z
26.00255,2021-03-13T18:39:36Z
23.00342,2021-03-13T18:40:36Z
25.00429,2021-03-13T18:40:46Z
26.00255,2021-03-13T18:42:07Z
21.00256,2021-03-13T18:42:47Z
25.00429,2021-03-13T18:43:27Z
26.00255,2021-03-13T18:44:18Z
25.00429,2021-03-13T18:44:28Z
23.00342,2021-03-13T18:46:08Z
21.00256,2021-03-13T18:46:39Z
22.00082,2021-03-13T18:47:09Z
21.00256,2021-03-13T18:48:09Z
22.00082,2021-03-13T18:48:29Z
19.99996,2021-03-13T18:49:10Z
23.00342,2021-03-13T18:49:40Z
21.00256,2021-03-13T18:50:20Z
22.00082,2021-03-13T18:51:00Z
18.00343,2021-03-13T18:51:51Z
21.00256,2021-03-13T18:52:01Z
22.00082,2021-03-13T18:52:31Z
19.99996,2021-03-13T18:53:31Z
18.00343,2021-03-13T18:53:41Z
23.00342,2021-03-13T18:54:22Z
22.00082,2021-03-13T18:54:32Z
19.99996,2021-03-13T18:55:12Z
18.00343,2021-03-13T18:55:42Z
22.00082,2021-03-13T18:56:22Z
23.00342,2021-03-13T18:56:32Z
24.00168,2021-03-13T18:56:42Z
19.99996,2021-03-13T18:57:23Z
21.00256,2021-03-13T18:57:53Z
24.00168,2021-03-13T18:58:03Z
19.99996,2021-03-13T18:58:53Z
21.00256,2021-03-13T18:59:23Z
19.99996,2021-03-13T18:59:33Z
24.00168,2021-03-13T19:00:14Z
23.00342,2021-03-13T19:00:24Z
19.99996,2021-03-13T19:00:54Z
24.00168,2021-03-13T19:01:34Z
23.00342,2021-03-13T19:01:54Z
25.00429,2021-03-13T19:02:14Z
19.99996,2021-03-13T19:02:35Z
23.00342,2021-03-13T19:03:25Z
21.00256,2021-03-13T19:03:55Z
19.99996,2021-03-13T19:04:15Z
21.00256,2021-03-13T19:04:55Z
23.00342,2021-03-13T19:05:06Z
19.99996,2021-03-13T19:06:06Z
21.00256,2021-03-13T19:06:46Z
23.00342,2021-03-13T19:07:26Z
19.99996,2021-03-13T19:07:57Z
19.0017,2021-03-13T19:08:07Z
23.00342,2021-03-13T19:08:57Z
21.00256,2021-03-13T19:09:27Z
22.00082,2021-03-13T19:09:37Z
19.0017,2021-03-13T19:10:28Z
21.00256,2021-03-13T19:10:48Z
19.99996,2021-03-13T19:11:38Z
19.0017,2021-03-13T19:11:58Z
21.00256,2021-03-13T19:12:58Z
22.00082,2021-03-13T19:13:19Z
19.99996,2021-03-13T19:13:49Z
19.0017,2021-03-13T19:14:29Z
21.00256,2021-03-13T19:14:39Z
22.00082,2021-03-13T19:15:29Z
19.99996,2021-03-13T19:15:39Z
22.00082,2021-03-13T19:16:30Z
21.00256,2021-03-13T19:17:10Z
19.99996,2021-03-13T19:17:30Z
21.00256,2021-03-13T19:18:00Z
23.00342,2021-03-13T19:18:20Z
24.00168,2021-03-13T19:18:41Z
22.00082,2021-03-13T19:18:51Z
21.00256,2021-03-13T19:19:41Z
25.00429,2021-03-13T19:20:51Z
21.00256,2021-03-13T19:21:01Z
23.00342,2021-03-13T19:21:32Z
22.00082,2021-03-13T19:22:02Z
23.00342,2021-03-13T19:22:22Z
22.00082,2021-03-13T19:22:42Z
21.00256,2021-03-13T19:23:12Z
22.00082,2021-03-13T19:24:13Z
23.00342,2021-03-13T19:24:33Z
21.00256,2021-03-13T19:25:03Z
22.00082,2021-03-13T19:25:33Z
19.99996,2021-03-13T19:25:43Z
21.00256,2021-03-13T19:26:23Z
22.00082,2021-03-13T19:27:34Z
21.00256,2021-03-13T19:28:14Z
24.00168,2021-03-13T19:28:54Z
21.00256,2021-03-13T19:29:35Z
22.00082,2021-03-13T19:29:45Z
23.00342,2021-03-13T19:30:25Z
22.00082,2021-03-13T19:31:25Z
25.00429,2021-03-13T19:32:06Z
22.00082,2021-03-13T19:33:16Z
24.00168,2021-03-13T19:34:06Z
22.00082,2021-03-13T19:34:57Z
23.00342,2021-03-13T19:35:17Z
25.00429,2021-03-13T19:35:37Z
26.00255,2021-03-13T19:35:57Z
23.00342,2021-03-13T19:36:47Z
25.00429,2021-03-13T19:37:38Z
22.00082,2021-03-13T19:38:18Z
24.00168,2021-03-13T19:39:08Z
23.00342,2021-03-13T19:39:48Z
22.00082,2021-03-13T19:40:29Z
24.00168,2021-03-13T19:41:09Z
21.00256,2021-03-13T19:41:49Z
21.00256,2021-03-13T19:42:19Z
22.00082,2021-03-13T19:42:39Z
24.00168,2021-03-13T19:42:50Z
21.00256,2021-03-13T19:43:00Z
24.00168,2021-03-13T19:44:30Z
19.99996,2021-03-13T19:45:20Z
21.00256,2021-03-13T19:45:41Z
23.00342,2021-03-13T19:46:11Z
19.99996,2021-03-13T19:47:11Z
22.00082,2021-03-13T19:47:41Z
23.00342,2021-03-13T19:48:22Z
19.0017,2021-03-13T19:48:52Z
21.00256,2021-03-13T19:49:22Z
22.00082,2021-03-13T19:49:52Z
19.0017,2021-03-13T19:50:32Z
19.99996,2021-03-13T19:51:13Z
22.00082,2021-03-13T19:51:23Z
19.0017,2021-03-13T19:52:13Z
19.99996,2021-03-13T19:52:23Z
21.00256,2021-03-13T19:52:43Z
22.00082,2021-03-13T19:53:23Z
19.99996,2021-03-13T19:53:54Z
21.00256,2021-03-13T19:54:34Z
22.00082,2021-03-13T19:54:44Z
21.00256,2021-03-13T19:55:14Z
19.99996,2021-03-13T19:55:54Z
22.00082,2021-03-13T19:56:45Z
21.00256,2021-03-13T19:56:55Z
19.99996,2021-03-13T19:57:25Z
22.00082,2021-03-13T19:57:45Z
22.00082,2021-03-13T19:58:15Z
21.00256,2021-03-13T19:58:35Z
19.99996,2021-03-13T20:00:06Z
21.00256,2021-03-13T20:00:36Z
22.00082,2021-03-13T20:01:26Z
19.99996,2021-03-13T20:01:37Z
23.00342,2021-03-13T20:02:27Z
21.00256,2021-03-13T20:02:57Z
23.00342,2021-03-13T20:03:57Z
22.00082,2021-03-13T20:04:18Z
19.99996,2021-03-13T20:04:38Z
22.00082,2021-03-13T20:05:28Z
19.99996,2021-03-13T20:06:28Z
19.0017,2021-03-13T20:06:38Z
19.99996,2021-03-13T20:06:59Z
22.00082,2021-03-13T20:07:19Z
17.00083,2021-03-13T20:08:09Z
21.00256,2021-03-13T20:08:59Z
18.00343,2021-03-13T20:09:40Z
19.99996,2021-03-13T20:10:40Z
21.00256,2021-03-13T20:11:00Z
19.99996,2021-03-13T20:11:20Z
17.00083,2021-03-13T20:11:30Z
22.00082,2021-03-13T20:12:31Z
21.00256,2021-03-13T20:12:51Z
19.99996,2021-03-13T20:13:21Z
23.00342,2021-03-13T20:14:11Z
22.00082,2021-03-13T20:14:31Z
21.00256,2021-03-13T20:14:41Z
21.00256,2021-03-13T20:15:32Z
19.0017,2021-03-13T20:16:02Z
22.00082,2021-03-13T20:16:42Z
21.00256,2021-03-13T20:17:02Z
19.99996,2021-03-13T20:17:32Z
19.0017,2021-03-13T20:18:33Z
17.00083,2021-03-13T20:19:13Z
18.00343,2021-03-13T20:19:53Z
19.0017,2021-03-13T20:20:13Z
17.00083,2021-03-13T20:20:44Z
19.99996,2021-03-13T20:21:24Z
19.0017,2021-03-13T20:22:04Z
17.00083,2021-03-13T20:22:14Z
19.99996,2021-03-13T20:23:05Z
17.00083,2021-03-13T20:23:55Z
19.99996,2021-03-13T20:24:45Z
18.00343,2021-03-13T20:25:25Z
17.00083,2021-03-13T20:25:46Z
19.99996,2021-03-13T20:26:16Z
18.00343,2021-03-13T20:26:56Z
17.00083,2021-03-13T20:27:26Z
19.99996,2021-03-13T20:28:06Z
18.00343,2021-03-13T20:28:37Z
21.00256,2021-03-13T20:29:57Z
19.99996,2021-03-13T20:30:07Z
17.00083,2021-03-13T20:30:47Z
19.0017,2021-03-13T20:31:28Z
18.00343,2021-03-13T20:31:38Z
17.00083,2021-03-13T20:32:08Z
18.00343,2021-03-13T20:32:48Z
17.00083,2021-03-13T20:33:18Z
18.00343,2021-03-13T20:33:39Z
18.00343,2021-03-13T20:34:09Z
17.00083,2021-03-13T20:34:39Z
18.00343,2021-03-13T20:34:49Z
17.00083,2021-03-13T20:35:09Z
16.00257,2021-03-13T20:36:50Z
18.00343,2021-03-13T20:37:20Z
17.00083,2021-03-13T20:38:00Z
19.0017,2021-03-13T20:41:01Z
19.99996,2021-03-13T20:41:11Z
18.00343,2021-03-13T20:41:52Z
19.99996,2021-03-13T20:42:22Z
19.0017,2021-03-13T20:43:02Z
17.00083,2021-03-13T20:44:02Z
19.0017,2021-03-13T20:44:23Z
21.00256,2021-03-13T20:44:53Z
19.0017,2021-03-13T20:45:53Z
21.00256,2021-03-13T20:46:23Z
22.00082,2021-03-13T20:47:04Z
21.00256,2021-03-13T20:48:44Z
22.00082,2021-03-13T20:49:34Z
23.00342,2021-03-13T20:49:45Z
22.00082,2021-03-13T20:50:05Z
21.00256,2021-03-13T20:50:15Z
23.00342,2021-03-13T20:51:05Z
21.00256,2021-03-13T20:51:35Z
19.99996,2021-03-13T20:51:55Z
23.00342,2021-03-13T20:52:36Z
22.00082,2021-03-13T20:53:06Z
21.00256,2021-03-13T20:53:16Z
24.00168,2021-03-13T20:54:16Z
21.00256,2021-03-13T20:54:46Z
22.00082,2021-03-13T20:55:27Z
19.99996,2021-03-13T20:56:07Z
23.00342,2021-03-13T20:56:47Z
22.00082,2021-03-13T20:57:37Z
21.00256,2021-03-13T20:58:08Z
23.00342,2021-03-13T20:58:48Z
22.00082,2021-03-13T20:59:08Z
21.00256,2021-03-13T20:59:28Z
23.00342,2021-03-13T20:59:48Z
22.00082,2021-03-13T21:00:08Z
24.00168,2021-03-13T21:01:09Z
23.00342,2021-03-13T21:01:49Z
19.99996,2021-03-13T21:01:59Z
23.00342,2021-03-13T21:02:39Z
22.00082,2021-03-13T21:03:40Z
19.99996,2021-03-13T21:04:00Z
22.00082,2021-03-13T21:04:20Z
21.00256,2021-03-13T21:04:50Z
19.99996,2021-03-13T21:05:20Z
23.00342,2021-03-13T21:05:40Z
23.00342,2021-03-13T21:06:01Z
21.00256,2021-03-13T21:06:21Z
22.00082,2021-03-13T21:07:11Z
21.00256,2021-03-13T21:07:21Z
22.00082,2021-03-13T21:08:11Z
19.99996,2021-03-13T21:09:12Z
19.0017,2021-03-13T21:09:22Z
23.00342,2021-03-13T21:10:02Z
22.00082,2021-03-13T21:10:22Z
19.99996,2021-03-13T21:11:02Z
23.00342,2021-03-13T21:11:23Z
22.00082,2021-03-13T21:11:53Z
23.00342,2021-03-13T21:12:03Z
19.99996,2021-03-13T21:12:13Z
23.00342,2021-03-13T21:13:03Z
19.99996,2021-03-13T21:13:33Z
24.00168,2021-03-13T21:14:24Z
21.00256,2021-03-13T21:15:04Z
19.99996,2021-03-13T21:15:24Z
25.00429,2021-03-13T21:15:44Z
21.00256,2021-03-13T21:16:45Z
24.00168,2021-03-13T21:17:35Z
21.00256,2021-03-13T21:18:25Z
23.00342,2021-03-13T21:18:35Z
25.00429,2021-03-13T21:19:05Z
19.99996,2021-03-13T21:19:46Z
23.00342,2021-03-13T21:20:26Z
22.00082,2021-03-13T21:20:46Z
19.99996,2021-03-13T21:21:06Z
23.00342,2021-03-13T21:21:46Z
21.00256,2021-03-13T21:21:57Z
19.99996,2021-03-13T21:22:27Z
23.00342,2021-03-13T21:22:57Z
21.00256,2021-03-13T21:23:37Z
19.99996,2021-03-13T21:23:47Z
23.00342,2021-03-13T21:24:37Z
22.00082,2021-03-13T21:24:58Z
19.99996,2021-03-13T21:25:18Z
22.00082,2021-03-13T21:25:38Z
21.00256,2021-03-13T21:26:48Z
23.00342,2021-03-13T21:27:28Z
22.00082,2021-03-13T21:27:59Z
19.99996,2021-03-13T21:28:19Z
23.00342,2021-03-13T21:28:49Z
22.00082,2021-03-13T21:28:59Z
21.00256,2021-03-13T21:29:19Z
22.00082,2021-03-13T21:30:20Z
21.00256,2021-03-13T21:31:10Z
22.00082,2021-03-13T21:31:50Z
21.00256,2021-03-13T21:32:20Z
22.00082,2021-03-13T21:33:41Z
19.99996,2021-03-13T21:34:01Z
21.00256,2021-03-13T21:34:21Z
22.00082,2021-03-13T21:34:51Z
21.00256,2021-03-13T21:35:11Z
21.00256,2021-03-13T21:36:12Z
19.99996,2021-03-13T21:36:32Z
21.00256,2021-03-13T21:37:22Z
22.00082,2021-03-13T21:38:33Z
21.00256,2021-03-13T21:39:23Z
19.99996,2021-03-13T21:39:33Z
22.00082,2021-03-13T21:39:53Z
22.00082,2021-03-13T21:40:33Z
19.99996,2021-03-13T21:40:54Z
21.00256,2021-03-13T21:41:24Z
19.99996,2021-03-13T21:41:54Z
21.00256,2021-03-13T21:42:24Z
22.00082,2021-03-13T21:42:44Z
21.00256,2021-03-13T21:43:14Z
19.99996,2021-03-13T21:43:45Z
22.00082,2021-03-13T21:44:25Z
21.00256,2021-03-13T21:44:45Z
19.99996,2021-03-13T21:45:15Z
23.00342,2021-03-13T21:45:25Z
22.00082,2021-03-13T21:45:55Z
21.00256,2021-03-13T21:46:36Z
22.00082,2021-03-13T21:47:06Z
19.99996,2021-03-13T21:47:26Z
22.00082,2021-03-13T21:48:16Z
23.00342,2021-03-13T21:48:26Z
19.99996,2021-03-13T21:49:07Z
19.0017,2021-03-13T21:55:19Z
19.99996,2021-03-13T21:55:29Z
19.99996,2021-03-13T21:56:09Z
21.00256,2021-03-13T21:57:00Z
19.99996,2021-03-13T21:57:30Z
21.00256,2021-03-13T21:58:20Z
19.99996,2021-03-13T21:58:30Z
21.00256,2021-03-13T22:00:31Z
19.99996,2021-03-13T22:00:41Z
23.00342,2021-03-13T22:01:11Z
22.00082,2021-03-13T22:01:41Z
23.00342,2021-03-13T22:01:51Z
24.00168,2021-03-13T22:02:32Z
26.00255,2021-03-13T22:03:02Z
25.00429,2021-03-13T22:03:12Z
24.00168,2021-03-13T22:04:12Z
19.99996,2021-03-13T22:04:22Z
25.00429,2021-03-13T22:04:42Z
24.00168,2021-03-13T22:05:03Z
25.00429,2021-03-13T22:05:23Z
21.00256,2021-03-13T22:05:53Z
22.00082,2021-03-13T22:06:23Z
25.00429,2021-03-13T22:06:43Z
22.00082,2021-03-13T22:07:13Z
24.00168,2021-03-13T22:08:04Z
22.00082,2021-03-13T22:08:24Z
24.00168,2021-03-13T22:09:34Z
21.00256,2021-03-13T22:09:54Z
22.00082,2021-03-13T22:10:25Z
19.99996,2021-03-13T22:10:55Z
25.00429,2021-03-13T22:11:35Z
19.99996,2021-03-13T22:12:15Z
21.00256,2021-03-13T22:12:35Z
18.00343,2021-03-13T22:13:36Z
19.0017,2021-03-13T22:13:46Z
22.00082,2021-03-13T22:14:36Z
19.0017,2021-03-13T22:15:06Z
23.00342,2021-03-13T22:15:26Z
19.99996,2021-03-13T22:16:17Z
21.00256,2021-03-13T22:16:47Z
22.00082,2021-03-13T22:16:57Z
21.00256,2021-03-13T22:17:17Z
19.99996,2021-03-13T22:19:08Z
21.00256,2021-03-13T22:19:58Z
22.00082,2021-03-13T22:20:18Z
21.00256,2021-03-13T22:20:48Z
19.99996,2021-03-13T22:20:58Z
22.00082,2021-03-13T22:21:39Z
19.99996,2021-03-13T22:22:19Z
23.00342,2021-03-13T22:22:59Z
22.00082,2021-03-13T22:23:29Z
19.99996,2021-03-13T22:23:50Z
24.00168,2021-03-13T22:24:20Z
19.0017,2021-03-13T22:25:00Z
19.99996,2021-03-13T22:25:20Z
25.00429,2021-03-13T22:25:50Z
21.00256,2021-03-13T22:26:31Z
22.00082,2021-03-13T22:26:51Z
23.00342,2021-03-13T22:27:31Z
22.00082,2021-03-13T22:28:11Z
23.00342,2021-03-13T22:29:01Z
22.00082,2021-03-13T22:29:22Z
21.00256,2021-03-13T22:29:42Z
19.99996,2021-03-13T22:30:02Z
24.00168,2021-03-13T22:30:32Z
23.00342,2021-03-13T22:30:52Z
19.99996,2021-03-13T22:31:02Z
24.00168,2021-03-13T22:31:42Z
21.00256,2021-03-13T22:32:23Z
19.99996,2021-03-13T22:32:43Z
23.00342,2021-03-13T22:33:13Z
19.99996,2021-03-13T22:33:53Z
23.00342,2021-03-13T22:34:34Z
19.99996,2021-03-13T22:35:14Z
23.00342,2021-03-13T22:36:04Z
17.00083,2021-03-13T22:36:44Z
19.99996,2021-03-13T22:37:04Z
21.00256,2021-03-13T22:38:25Z
19.99996,2021-03-13T22:38:35Z
19.99996,2021-03-13T22:39:15Z
18.00343,2021-03-13T22:39:56Z
21.00256,2021-03-13T22:40:46Z
18.00343,2021-03-13T22:41:26Z
21.00256,2021-03-13T22:41:46Z
18.00343,2021-03-13T22:42:26Z
22.00082,2021-03-13T22:43:07Z
17.00083,2021-03-13T22:43:57Z
18.00343,2021-03-13T22:44:17Z
21.00256,2021-03-13T22:44:37Z
17.00083,2021-03-13T22:45:28Z
21.00256,2021-03-13T22:46:08Z
17.00083,2021-03-13T22:46:48Z
18.00343,2021-03-13T22:47:59Z
17.00083,2021-03-13T22:48:29Z
19.0017,2021-03-13T22:49:29Z
16.00257,2021-03-13T22:49:49Z
19.99996,2021-03-13T22:51:00Z
17.00083,2021-03-13T22:51:10Z
16.00257,2021-03-13T22:51:40Z
17.00083,2021-03-13T22:52:00Z
18.00343,2021-03-13T22:53:31Z
17.00083,2021-03-13T22:53:41Z
18.00343,2021-03-13T22:54:21Z
17.00083,2021-03-13T22:54:51Z
18.00343,2021-03-13T22:55:42Z
17.00083,2021-03-13T22:56:12Z
16.00257,2021-03-13T22:58:03Z
17.00083,2021-03-13T22:58:23Z
16.00257,2021-03-13T22:59:33Z
17.00083,2021-03-13T23:00:03Z
16.00257,2021-03-13T23:00:54Z
17.00083,2021-03-13T23:01:04Z
18.00343,2021-03-13T23:02:34Z
19.99996,2021-03-13T23:06:26Z
19.0017,2021-03-13T23:09:07Z
18.00343,2021-03-13T23:10:07Z
19.99996,2021-03-13T23:10:27Z
21.00256,2021-03-13T23:11:08Z
22.00082,2021-03-13T23:11:58Z
21.00256,2021-03-13T23:12:08Z
22.00082,2021-03-13T23:12:28Z
19.99996,2021-03-13T23:12:48Z
19.0017,2021-03-13T23:14:49Z
17.00083,2021-03-13T23:16:19Z
18.00343,2021-03-13T23:16:30Z
19.0017,2021-03-13T23:17:40Z
17.00083,2021-03-13T23:17:50Z
18.00343,2021-03-13T23:18:20Z
19.0017,2021-03-13T23:18:50Z
19.99996,2021-03-13T23:19:11Z
18.00343,2021-03-13T23:19:51Z
19.99996,2021-03-13T23:20:21Z
17.00083,2021-03-13T23:21:11Z
18.00343,2021-03-13T23:21:21Z
17.00083,2021-03-13T23:22:02Z
18.00343,2021-03-13T23:22:22Z
19.0017,2021-03-13T23:23:02Z
18.00343,2021-03-13T23:23:12Z
19.0017,2021-03-13T23:23:32Z
NaN,2021-03-13T23:24:18Z
